model,condition,dark_outside_shot_pct,shot_dark_jaccard
timelens2-4b,A,3.125,0.62
timelens2-4b,B,0.0,0.5172413793103449
timelens2-4b,C,0.0,0.59375
timelens2-4b,D,33.333333333333336,0.1111111111111111
timelens-8b,A,14.285714285714286,0.37209302325581395
timelens-8b,B,7.751937984496124,0.8439716312056738
timelens-8b,C,4.854368932038835,0.725925925925926
timelens-8b,D,15.151515151515152,0.5333333333333333
