model,comparison,wall_change_pct,preprocess_delta_s,generation_delta_s,memory_delta_gib
timelens2-4b,A→B,30.62051174259026,11.568611159175633,-2.775371371768415,-0.48911428451538086
timelens2-4b,B→C,40.91702363111087,13.30573348645121,2.042015199642629,0.8989548683166504
timelens2-4b,D→B,17.10191261014984,1.485081872623411,3.993016372993589,3.372561454772949
timelens-8b,A→B,32.113284986442416,12.946505480259656,0.0642651135101886,-0.5638546943664551
timelens-8b,B→C,22.93501797470676,9.701085430756216,2.575284165330231,1.0241103172302246
timelens-8b,D→B,29.567048091705672,2.177203821111469,10.037421911954878,3.868783950805664
