trial,query_id,variant,repeat,status,parse_status,span_count,invalid_span_count,preprocess_s,generate_s,decode_parse_s,wall_s,input_tokens,output_tokens,hit_output_limit,incomplete_output,legacy_span_count,legacy_discards_spans,peak_allocated_gib,peak_reserved_gib,error
1,shot,0,0,ok,text_ranges,1,0,29.04154656920582,7.506722255144268,0.0012270077131688595,36.54952283902094,17128,17,False,False,1,False,19.05142068862915,21.98828125,
