job_id,model,condition,job_status,fps,max_frames,total_tokens,max_new_tokens,prompt,trial,query_id,variant,repeat,status,parse_status,span_count,invalid_span_count,wall_s,preprocess_s,generate_s,decode_parse_s,peak_allocated_gib,peak_reserved_gib,input_tokens,output_tokens,hit_output_limit,error
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,27,dunk,0,1,error,,,,0.000937820877879858,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,28,dunk,1,1,error,,,,0.0009504030458629131,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,29,football,0,1,error,,,,0.0009128539822995663,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,30,football,1,1,error,,,,0.0008943169377744198,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,31,swimming,0,1,error,,,,0.0009329617023468018,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,32,swimming,1,1,error,,,,0.0008682450279593468,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,33,shot,0,2,error,,,,0.0008805561810731888,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,34,shot,1,2,error,,,,0.0009324159473180771,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,35,dark_shot,0,2,error,,,,0.000834035687148571,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,36,dark_shot,1,2,error,,,,0.0008313870057463646,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,37,free_throw,0,2,error,,,,0.0007832469418644905,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,38,free_throw,1,2,error,,,,0.0007867948152124882,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,39,bench,0,2,error,,,,0.0007912982255220413,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,40,bench,1,2,error,,,,0.0007759090512990952,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,41,closeup,0,2,error,,,,0.000791728962212801,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,42,closeup,1,2,error,,,,0.0007770061492919922,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,43,dunk,0,2,error,,,,0.0007613059133291245,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,44,dunk,1,2,error,,,,0.0009645642712712288,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,45,football,0,2,error,,,,0.0008411598391830921,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,46,football,1,2,error,,,,0.0007716058753430843,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,47,swimming,0,2,error,,,,0.0008045146241784096,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
timelens2-8b__native,timelens2-8b,native,failed,1,256,16384,1024,native,48,swimming,1,2,error,,,,0.0008596577681601048,,,,16.330106735229492,16.357421875,,,,KeyError: 'video_fps'
