trial,query_id,variant,repeat,status,parse_status,span_count,invalid_span_count,preprocess_s,generate_s,decode_parse_s,wall_s,input_tokens,output_tokens,hit_output_limit,incomplete_output,legacy_span_count,legacy_discards_spans,peak_allocated_gib,peak_reserved_gib,error
1,shot,0,0,ok,text_ranges,1,0,28.996680561918765,8.24828649032861,0.001125869806855917,37.246110319159925,16128,97,False,False,1,False,10.142813205718994,12.3359375,
